id,code_incident,equipement_id,equipement_code,secteur_id,secteur_nom,region,latitude,longitude,type_incident,libelle,severite,statut,date_detection,date_resolution,duree_resolution_min,duree_estimee_min,description,priorite,ticket_id,technicien_assigne_id,technicien_assigne_nom
95,INC-202606-0095,90,EQ-09-0090,9,Kenitra,Rabat-Salé-Kénitra,34.245177,-6.433473,ALARME_RESEAU,Alarme réseau détectée,MINEUR,OUVERT,2026-06-26T15:41:54.419797,,,87,Alarme réseau détectée sur ANTENNE_KENITRA_090 — secteur Kenitra,3,,,
96,INC-202606-0096,79,EQ-08-0079,8,Oujda,Oriental,34.903241,-1.896029,PANNE_COMPLETE,Panne totale équipement,CRITIQUE,OUVERT,2026-06-21T22:08:11.419797,,,129,Panne totale équipement sur BTS_4G_OUJDA_079 — secteur Oujda,1,,,
97,INC-202606-0097,33,EQ-09-0033,9,Kenitra,Rabat-Salé-Kénitra,34.47226,-6.388143,COUPURE_FIBRE,Coupure fibre optique,CRITIQUE,OUVERT,2026-06-22T18:36:39.419797,,,460,Coupure fibre optique sur BTS_2G_KENITRA_033 — secteur Kenitra,1,,,
98,INC-202606-0098,94,EQ-04-0094,4,Fès,Fès-Meknès,33.901594,-5.049949,PANNE_ALIM,Panne alimentation,CRITIQUE,OUVERT,2026-06-22T07:26:44.419797,,,637,Panne alimentation sur BTS_3G_FÈS_094 — secteur Fès,1,,,
99,INC-202606-0099,37,EQ-01-0037,1,Grand Casablanca,Casablanca-Settat,33.611018,-7.588516,COUPURE_FIBRE,Coupure fibre optique,CRITIQUE,OUVERT,2026-06-24T14:46:36.419797,,,242,Coupure fibre optique sur BTS_2G_GRAND_CASABLANCA_037 — secteur Grand Casablanca,1,,,
100,INC-202606-0100,7,EQ-07-0007,7,Meknès,Fès-Meknès,33.916942,-5.40632,COUPURE_FIBRE,Coupure fibre optique,CRITIQUE,OUVERT,2026-06-26T01:20:35.419797,,,507,Coupure fibre optique sur BTS_3G_MEKNÈS_007 — secteur Meknès,1,,,
101,INC-202606-0101,102,EQ-08-0102,8,Oujda,Oriental,34.831797,-1.956126,MISE_A_JOUR,Echec mise à jour firmware,MINEUR,OUVERT,2026-06-21T17:21:15.419797,,,74,Echec mise à jour firmware sur BTS_3G_OUJDA_102 — secteur Oujda,3,,,
102,INC-202606-0102,108,EQ-05-0108,5,Tanger,Tanger-Tétouan-Al Hoceima,35.850936,-5.854707,MISE_A_JOUR,Echec mise à jour firmware,MINEUR,OUVERT,2026-06-27T11:11:50.419797,,,62,Echec mise à jour firmware sur ROUTEUR_TANGER_108 — secteur Tanger,3,,,
103,INC-202606-0103,81,EQ-08-0081,8,Oujda,Oriental,34.613502,-1.740391,COUPURE_FIBRE,Coupure fibre optique,CRITIQUE,OUVERT,2026-06-22T16:52:48.419797,,,329,Coupure fibre optique sur SWITCH_OUJDA_081 — secteur Oujda,1,,,
104,INC-202606-0104,55,EQ-08-0055,8,Oujda,Oriental,34.598948,-1.778361,PANNE_COMPLETE,Panne totale équipement,CRITIQUE,OUVERT,2026-06-25T05:49:31.419797,,,243,Panne totale équipement sur SWITCH_OUJDA_055 — secteur Oujda,1,,,
105,INC-202606-0105,74,EQ-04-0074,4,Fès,Fès-Meknès,34.105465,-4.914818,PANNE_ALIM,Panne alimentation,CRITIQUE,OUVERT,2026-06-23T05:37:09.419797,,,580,Panne alimentation sur OLT_FÈS_074 — secteur Fès,1,,,
106,INC-202606-0106,86,EQ-05-0086,5,Tanger,Tanger-Tétouan-Al Hoceima,35.712948,-5.737147,DEGRADATION,Dégradation performances,MAJEUR,OUVERT,2026-06-27T07:32:10.419797,,,152,Dégradation performances sur OLT_TANGER_086 — secteur Tanger,2,,,
107,INC-202606-0107,9,EQ-07-0009,7,Meknès,Fès-Meknès,33.872514,-5.4042,PANNE_COMPLETE,Panne totale équipement,CRITIQUE,OUVERT,2026-06-25T16:47:17.419797,,,360,Panne totale équipement sur ROUTEUR_MEKNÈS_009 — secteur Meknès,1,,,
108,INC-202606-0108,6,EQ-06-0006,6,Agadir,Souss-Massa,30.566146,-9.494617,PANNE_ALIM,Panne alimentation,CRITIQUE,OUVERT,2026-06-25T11:47:32.419797,,,369,Panne alimentation sur ROUTEUR_AGADIR_006 — secteur Agadir,1,,,
109,INC-202606-0109,96,EQ-05-0096,5,Tanger,Tanger-Tétouan-Al Hoceima,35.747455,-5.820071,PANNE_COMPLETE,Panne totale équipement,CRITIQUE,OUVERT,2026-06-25T07:04:17.419797,,,154,Panne totale équipement sur SWITCH_TANGER_096 — secteur Tanger,1,,,
110,INC-202606-0110,45,EQ-03-0045,3,Marrakech,Marrakech-Safi,31.45627,-8.158111,COUPURE_FIBRE,Coupure fibre optique,CRITIQUE,OUVERT,2026-06-22T05:15:16.419797,,,575,Coupure fibre optique sur ROUTEUR_MARRAKECH_045 — secteur Marrakech,1,,,
111,INC-202606-0111,75,EQ-09-0075,9,Kenitra,Rabat-Salé-Kénitra,34.22306,-6.712257,INTERFERENCE,Interférence signal,MINEUR,OUVERT,2026-06-22T13:55:07.419797,,,25,Interférence signal sur ANTENNE_KENITRA_075 — secteur Kenitra,3,,,
112,INC-202606-0112,46,EQ-10-0046,10,Tétouan,Tanger-Tétouan-Al Hoceima,35.676524,-5.501915,INTERFERENCE,Interférence signal,MINEUR,OUVERT,2026-06-23T02:03:31.419797,,,79,Interférence signal sur BTS_5G_TÉTOUAN_046 — secteur Tétouan,3,,,
113,INC-202606-0113,90,EQ-09-0090,9,Kenitra,Rabat-Salé-Kénitra,34.245177,-6.433473,MISE_A_JOUR,Echec mise à jour firmware,MINEUR,OUVERT,2026-06-23T04:09:09.419797,,,163,Echec mise à jour firmware sur ANTENNE_KENITRA_090 — secteur Kenitra,3,,,
114,INC-202606-0114,18,EQ-02-0018,2,Rabat-Salé,Rabat-Salé-Kénitra,34.14189,-6.913593,DEGRADATION,Dégradation performances,MAJEUR,OUVERT,2026-06-26T12:22:08.419797,,,69,Dégradation performances sur ROUTEUR_RABAT-SALÉ_018 — secteur Rabat-Salé,2,,,
115,INC-202606-0115,38,EQ-09-0038,9,Kenitra,Rabat-Salé-Kénitra,34.419262,-6.77456,COUPURE_FIBRE,Coupure fibre optique,CRITIQUE,OUVERT,2026-06-21T11:49:11.419797,,,585,Coupure fibre optique sur BTS_3G_KENITRA_038 — secteur Kenitra,1,,,
116,INC-202606-0116,26,EQ-01-0026,1,Grand Casablanca,Casablanca-Settat,33.666722,-7.788506,PANNE_COMPLETE,Panne totale équipement,CRITIQUE,OUVERT,2026-06-24T18:59:03.419797,,,278,Panne totale équipement sur BTS_3G_GRAND_CASABLANCA_026 — secteur Grand Casablanca,1,,,
117,INC-202606-0117,66,EQ-05-0066,5,Tanger,Tanger-Tétouan-Al Hoceima,35.576341,-5.630397,PANNE_ALIM,Panne alimentation,CRITIQUE,OUVERT,2026-06-27T13:13:45.419797,,,482,Panne alimentation sur SWITCH_TANGER_066 — secteur Tanger,1,,,
118,INC-202606-0118,33,EQ-09-0033,9,Kenitra,Rabat-Salé-Kénitra,34.47226,-6.388143,PANNE_COMPLETE,Panne totale équipement,CRITIQUE,OUVERT,2026-06-23T06:43:23.419797,,,266,Panne totale équipement sur BTS_2G_KENITRA_033 — secteur Kenitra,1,,,
119,INC-202606-0119,46,EQ-10-0046,10,Tétouan,Tanger-Tétouan-Al Hoceima,35.676524,-5.501915,PANNE_COMPLETE,Panne totale équipement,CRITIQUE,OUVERT,2026-06-24T23:44:25.419797,,,259,Panne totale équipement sur BTS_5G_TÉTOUAN_046 — secteur Tétouan,1,,,
120,INC-202606-0120,16,EQ-01-0016,1,Grand Casablanca,Casablanca-Settat,33.416722,-7.742961,INTERFERENCE,Interférence signal,MINEUR,OUVERT,2026-06-26T06:19:53.419797,,,71,Interférence signal sur BTS_3G_GRAND_CASABLANCA_016 — secteur Grand Casablanca,3,,,
121,INC-202606-0121,96,EQ-05-0096,5,Tanger,Tanger-Tétouan-Al Hoceima,35.747455,-5.820071,MISE_A_JOUR,Echec mise à jour firmware,MINEUR,OUVERT,2026-06-25T15:40:43.419797,,,103,Echec mise à jour firmware sur SWITCH_TANGER_096 — secteur Tanger,3,,,
122,INC-202606-0122,24,EQ-04-0024,4,Fès,Fès-Meknès,33.972601,-4.930464,MISE_A_JOUR,Echec mise à jour firmware,MINEUR,OUVERT,2026-06-26T23:58:28.419797,,,107,Echec mise à jour firmware sur ROUTEUR_FÈS_024 — secteur Fès,3,,,
123,INC-202606-0123,119,EQ-06-0119,6,Agadir,Souss-Massa,30.48429,-9.480987,SURCHARGE,Surcharge trafic,MAJEUR,OUVERT,2026-06-21T23:07:21.419797,,,153,Surcharge trafic sur ANTENNE_AGADIR_119 — secteur Agadir,2,,,
124,INC-202606-0124,11,EQ-07-0011,7,Meknès,Fès-Meknès,34.114006,-5.491637,PANNE_ALIM,Panne alimentation,CRITIQUE,OUVERT,2026-06-23T03:37:19.419797,,,519,Panne alimentation sur ROUTEUR_MEKNÈS_011 — secteur Meknès,1,,,
125,INC-202606-0125,38,EQ-09-0038,9,Kenitra,Rabat-Salé-Kénitra,34.419262,-6.77456,INTERFERENCE,Interférence signal,MINEUR,OUVERT,2026-06-22T04:56:38.419797,,,30,Interférence signal sur BTS_3G_KENITRA_038 — secteur Kenitra,3,,,
126,INC-202606-0126,42,EQ-10-0042,10,Tétouan,Tanger-Tétouan-Al Hoceima,35.386275,-5.49761,SURCHARGE,Surcharge trafic,MAJEUR,OUVERT,2026-06-24T16:20:01.419797,,,159,Surcharge trafic sur BTS_3G_TÉTOUAN_042 — secteur Tétouan,2,,,
127,INC-202606-0127,78,EQ-05-0078,5,Tanger,Tanger-Tétouan-Al Hoceima,35.753032,-5.884064,PANNE_ALIM,Panne alimentation,CRITIQUE,OUVERT,2026-06-22T23:35:56.419797,,,593,Panne alimentation sur OLT_TANGER_078 — secteur Tanger,1,,,
128,INC-202606-0128,57,EQ-09-0057,9,Kenitra,Rabat-Salé-Kénitra,34.341864,-6.425398,INTERFERENCE,Interférence signal,MINEUR,OUVERT,2026-06-26T09:17:46.419797,,,25,Interférence signal sur OLT_KENITRA_057 — secteur Kenitra,3,,,
129,INC-202606-0129,94,EQ-04-0094,4,Fès,Fès-Meknès,33.901594,-5.049949,INTERFERENCE,Interférence signal,MINEUR,OUVERT,2026-06-26T05:44:45.419797,,,55,Interférence signal sur BTS_3G_FÈS_094 — secteur Fès,3,,,
130,INC-202606-0130,82,EQ-02-0082,2,Rabat-Salé,Rabat-Salé-Kénitra,33.804406,-6.823844,PANNE_COMPLETE,Panne totale équipement,CRITIQUE,OUVERT,2026-06-21T20:55:03.419797,,,463,Panne totale équipement sur ANTENNE_RABAT-SALÉ_082 — secteur Rabat-Salé,1,,,
131,INC-202606-0131,82,EQ-02-0082,2,Rabat-Salé,Rabat-Salé-Kénitra,33.804406,-6.823844,PANNE_ALIM,Panne alimentation,CRITIQUE,OUVERT,2026-06-25T08:52:56.419797,,,502,Panne alimentation sur ANTENNE_RABAT-SALÉ_082 — secteur Rabat-Salé,1,,,
132,INC-202606-0132,103,EQ-10-0103,10,Tétouan,Tanger-Tétouan-Al Hoceima,35.391645,-5.481827,ALARME_RESEAU,Alarme réseau détectée,MINEUR,OUVERT,2026-06-21T08:07:50.419797,,,48,Alarme réseau détectée sur ROUTEUR_TÉTOUAN_103 — secteur Tétouan,3,,,
133,INC-202606-0133,109,EQ-10-0109,10,Tétouan,Tanger-Tétouan-Al Hoceima,35.544779,-5.348327,MISE_A_JOUR,Echec mise à jour firmware,MINEUR,OUVERT,2026-06-21T09:11:46.419797,,,76,Echec mise à jour firmware sur BTS_5G_TÉTOUAN_109 — secteur Tétouan,3,,,
134,INC-202606-0134,9,EQ-07-0009,7,Meknès,Fès-Meknès,33.872514,-5.4042,COUPURE_FIBRE,Coupure fibre optique,CRITIQUE,OUVERT,2026-06-25T09:45:40.419797,,,365,Coupure fibre optique sur ROUTEUR_MEKNÈS_009 — secteur Meknès,1,,,
135,INC-202606-0135,50,EQ-10-0050,10,Tétouan,Tanger-Tétouan-Al Hoceima,35.546872,-5.574783,PANNE_COMPLETE,Panne totale équipement,CRITIQUE,OUVERT,2026-06-22T19:45:08.419797,,,467,Panne totale équipement sur BTS_4G_TÉTOUAN_050 — secteur Tétouan,1,,,
136,INC-202606-0136,58,EQ-05-0058,5,Tanger,Tanger-Tétouan-Al Hoceima,35.795802,-5.616184,INTERFERENCE,Interférence signal,MINEUR,OUVERT,2026-06-25T11:25:01.419797,,,76,Interférence signal sur BTS_4G_TANGER_058 — secteur Tanger,3,,,
137,INC-202606-0137,98,EQ-09-0098,9,Kenitra,Rabat-Salé-Kénitra,34.122054,-6.47272,DEGRADATION,Dégradation performances,MAJEUR,OUVERT,2026-06-27T22:13:37.419797,,,95,Dégradation performances sur BTS_4G_KENITRA_098 — secteur Kenitra,2,,,
138,INC-202606-0138,68,EQ-10-0068,10,Tétouan,Tanger-Tétouan-Al Hoceima,35.676854,-5.420662,INTERFERENCE,Interférence signal,MINEUR,OUVERT,2026-06-25T18:59:45.419797,,,60,Interférence signal sur BTS_5G_TÉTOUAN_068 — secteur Tétouan,3,,,
139,INC-202606-0139,84,EQ-08-0084,8,Oujda,Oriental,34.715515,-2.038443,SURCHARGE,Surcharge trafic,MAJEUR,OUVERT,2026-06-23T23:45:53.419797,,,74,Surcharge trafic sur BTS_3G_OUJDA_084 — secteur Oujda,2,,,
140,INC-202606-0140,4,EQ-10-0004,10,Tétouan,Tanger-Tétouan-Al Hoceima,35.717883,-5.590698,ALARME_RESEAU,Alarme réseau détectée,MINEUR,OUVERT,2026-06-27T00:25:02.419797,,,96,Alarme réseau détectée sur ROUTEUR_TÉTOUAN_004 — secteur Tétouan,3,,,
141,INC-202606-0141,50,EQ-10-0050,10,Tétouan,Tanger-Tétouan-Al Hoceima,35.546872,-5.574783,DEGRADATION,Dégradation performances,MAJEUR,OUVERT,2026-06-24T03:18:29.419797,,,126,Dégradation performances sur BTS_4G_TÉTOUAN_050 — secteur Tétouan,2,,,
142,INC-202606-0142,91,EQ-04-0091,4,Fès,Fès-Meknès,33.918518,-5.029961,MISE_A_JOUR,Echec mise à jour firmware,MINEUR,OUVERT,2026-06-23T13:33:30.419797,,,138,Echec mise à jour firmware sur BTS_3G_FÈS_091 — secteur Fès,3,,,
143,INC-202606-0143,37,EQ-01-0037,1,Grand Casablanca,Casablanca-Settat,33.611018,-7.588516,MISE_A_JOUR,Echec mise à jour firmware,MINEUR,OUVERT,2026-06-23T09:21:59.419797,,,75,Echec mise à jour firmware sur BTS_2G_GRAND_CASABLANCA_037 — secteur Grand Casablanca,3,,,
144,INC-202606-0144,18,EQ-02-0018,2,Rabat-Salé,Rabat-Salé-Kénitra,34.14189,-6.913593,DEGRADATION,Dégradation performances,MAJEUR,OUVERT,2026-06-26T10:43:38.419797,,,104,Dégradation performances sur ROUTEUR_RABAT-SALÉ_018 — secteur Rabat-Salé,2,,,
145,INC-202606-0145,116,EQ-02-0116,2,Rabat-Salé,Rabat-Salé-Kénitra,33.944235,-6.75436,MISE_A_JOUR,Echec mise à jour firmware,MINEUR,OUVERT,2026-06-22T00:37:52.419797,,,163,Echec mise à jour firmware sur BTS_4G_RABAT-SALÉ_116 — secteur Rabat-Salé,3,,,
146,INC-202606-0146,88,EQ-06-0088,6,Agadir,Souss-Massa,30.430485,-9.669617,INTERFERENCE,Interférence signal,MINEUR,OUVERT,2026-06-25T04:15:18.419797,,,28,Interférence signal sur BTS_3G_AGADIR_088 — secteur Agadir,3,,,
147,INC-202606-0147,71,EQ-08-0071,8,Oujda,Oriental,34.835605,-1.889836,SURCHARGE,Surcharge trafic,MAJEUR,OUVERT,2026-06-24T14:25:44.419797,,,85,Surcharge trafic sur OLT_OUJDA_071 — secteur Oujda,2,,,
148,INC-202606-0148,92,EQ-07-0092,7,Meknès,Fès-Meknès,33.681203,-5.396613,ALARME_RESEAU,Alarme réseau détectée,MINEUR,OUVERT,2026-06-25T08:21:09.419797,,,95,Alarme réseau détectée sur SWITCH_MEKNÈS_092 — secteur Meknès,3,,,
149,INC-202606-0149,29,EQ-07-0029,7,Meknès,Fès-Meknès,33.859076,-5.569554,DEGRADATION,Dégradation performances,MAJEUR,OUVERT,2026-06-23T09:36:00.419797,,,95,Dégradation performances sur SWITCH_MEKNÈS_029 — secteur Meknès,2,,,
150,INC-202606-0150,31,EQ-09-0031,9,Kenitra,Rabat-Salé-Kénitra,34.09892,-6.722773,MISE_A_JOUR,Echec mise à jour firmware,MINEUR,OUVERT,2026-06-21T06:42:57.419797,,,106,Echec mise à jour firmware sur ANTENNE_KENITRA_031 — secteur Kenitra,3,,,
151,INC-202606-0151,71,EQ-08-0071,8,Oujda,Oriental,34.835605,-1.889836,INTERFERENCE,Interférence signal,MINEUR,OUVERT,2026-06-26T15:12:07.419797,,,90,Interférence signal sur OLT_OUJDA_071 — secteur Oujda,3,,,
152,INC-202606-0152,17,EQ-07-0017,7,Meknès,Fès-Meknès,33.936693,-5.569092,DEGRADATION,Dégradation performances,MAJEUR,OUVERT,2026-06-21T18:12:38.419797,,,139,Dégradation performances sur OLT_MEKNÈS_017 — secteur Meknès,2,,,
153,INC-202606-0153,51,EQ-04-0051,4,Fès,Fès-Meknès,34.093295,-5.073711,MISE_A_JOUR,Echec mise à jour firmware,MINEUR,OUVERT,2026-06-27T08:10:48.419797,,,112,Echec mise à jour firmware sur BTS_5G_FÈS_051 — secteur Fès,3,,,
154,INC-202606-0154,99,EQ-04-0099,4,Fès,Fès-Meknès,33.895345,-5.152196,PANNE_ALIM,Panne alimentation,CRITIQUE,OUVERT,2026-06-27T22:30:43.419797,,,277,Panne alimentation sur ROUTEUR_FÈS_099 — secteur Fès,1,,,
155,INC-202606-0155,17,EQ-07-0017,7,Meknès,Fès-Meknès,33.936693,-5.569092,INTERFERENCE,Interférence signal,MINEUR,OUVERT,2026-06-21T20:39:44.419797,,,77,Interférence signal sur OLT_MEKNÈS_017 — secteur Meknès,3,,,
156,INC-202606-0156,60,EQ-04-0060,4,Fès,Fès-Meknès,33.812869,-5.036603,INTERFERENCE,Interférence signal,MINEUR,OUVERT,2026-06-22T12:26:25.419797,,,90,Interférence signal sur ROUTEUR_FÈS_060 — secteur Fès,3,,,
157,INC-202606-0157,82,EQ-02-0082,2,Rabat-Salé,Rabat-Salé-Kénitra,33.804406,-6.823844,ALARME_RESEAU,Alarme réseau détectée,MINEUR,OUVERT,2026-06-22T12:38:37.419797,,,85,Alarme réseau détectée sur ANTENNE_RABAT-SALÉ_082 — secteur Rabat-Salé,3,,,
158,INC-202606-0158,65,EQ-04-0065,4,Fès,Fès-Meknès,34.150413,-4.800668,PANNE_COMPLETE,Panne totale équipement,CRITIQUE,OUVERT,2026-06-22T11:13:29.419797,,,385,Panne totale équipement sur ANTENNE_FÈS_065 — secteur Fès,1,,,
159,INC-202606-0159,20,EQ-05-0020,5,Tanger,Tanger-Tétouan-Al Hoceima,35.603121,-5.715752,SURCHARGE,Surcharge trafic,MAJEUR,OUVERT,2026-06-22T23:01:12.419797,,,86,Surcharge trafic sur BTS_5G_TANGER_020 — secteur Tanger,2,,,
160,INC-202606-0160,42,EQ-10-0042,10,Tétouan,Tanger-Tétouan-Al Hoceima,35.386275,-5.49761,COUPURE_FIBRE,Coupure fibre optique,CRITIQUE,OUVERT,2026-06-25T03:50:48.419797,,,445,Coupure fibre optique sur BTS_3G_TÉTOUAN_042 — secteur Tétouan,1,,,
161,INC-202606-0161,115,EQ-07-0115,7,Meknès,Fès-Meknès,34.104786,-5.568209,SURCHARGE,Surcharge trafic,MAJEUR,OUVERT,2026-06-21T22:01:47.419797,,,109,Surcharge trafic sur ANTENNE_MEKNÈS_115 — secteur Meknès,2,,,
162,INC-202606-0162,26,EQ-01-0026,1,Grand Casablanca,Casablanca-Settat,33.666722,-7.788506,SURCHARGE,Surcharge trafic,MAJEUR,OUVERT,2026-06-22T11:31:07.419797,,,122,Surcharge trafic sur BTS_3G_GRAND_CASABLANCA_026 — secteur Grand Casablanca,2,,,
163,INC-202606-0163,79,EQ-08-0079,8,Oujda,Oriental,34.903241,-1.896029,DEGRADATION,Dégradation performances,MAJEUR,OUVERT,2026-06-27T01:26:43.419797,,,224,Dégradation performances sur BTS_4G_OUJDA_079 — secteur Oujda,2,,,
164,INC-202606-0164,22,EQ-10-0022,10,Tétouan,Tanger-Tétouan-Al Hoceima,35.391857,-5.374711,ALARME_RESEAU,Alarme réseau détectée,MINEUR,OUVERT,2026-06-23T00:55:33.419797,,,114,Alarme réseau détectée sur BTS_3G_TÉTOUAN_022 — secteur Tétouan,3,,,
165,INC-202606-0165,80,EQ-07-0080,7,Meknès,Fès-Meknès,34.058748,-5.698065,INTERFERENCE,Interférence signal,MINEUR,OUVERT,2026-06-27T19:13:33.419797,,,25,Interférence signal sur BTS_4G_MEKNÈS_080 — secteur Meknès,3,,,
166,INC-202606-0166,106,EQ-04-0106,4,Fès,Fès-Meknès,33.912085,-5.196454,PANNE_COMPLETE,Panne totale équipement,CRITIQUE,OUVERT,2026-06-21T22:43:05.419797,,,143,Panne totale équipement sur BTS_5G_FÈS_106 — secteur Fès,1,,,
167,INC-202606-0167,83,EQ-01-0083,1,Grand Casablanca,Casablanca-Settat,33.775628,-7.725223,SURCHARGE,Surcharge trafic,MAJEUR,OUVERT,2026-06-23T12:27:45.419797,,,151,Surcharge trafic sur BTS_2G_GRAND_CASABLANCA_083 — secteur Grand Casablanca,2,,,
168,INC-202606-0168,80,EQ-07-0080,7,Meknès,Fès-Meknès,34.058748,-5.698065,PANNE_COMPLETE,Panne totale équipement,CRITIQUE,OUVERT,2026-06-27T00:07:27.419797,,,441,Panne totale équipement sur BTS_4G_MEKNÈS_080 — secteur Meknès,1,,,
169,INC-202606-0169,70,EQ-04-0070,4,Fès,Fès-Meknès,33.998488,-4.872027,SURCHARGE,Surcharge trafic,MAJEUR,OUVERT,2026-06-24T15:03:05.419797,,,168,Surcharge trafic sur BTS_3G_FÈS_070 — secteur Fès,2,,,
170,INC-202606-0170,32,EQ-02-0032,2,Rabat-Salé,Rabat-Salé-Kénitra,34.159649,-6.681255,PANNE_ALIM,Panne alimentation,CRITIQUE,OUVERT,2026-06-24T13:41:39.419797,,,472,Panne alimentation sur ANTENNE_RABAT-SALÉ_032 — secteur Rabat-Salé,1,,,
171,INC-202606-0171,10,EQ-05-0010,5,Tanger,Tanger-Tétouan-Al Hoceima,35.808658,-5.982136,PANNE_COMPLETE,Panne totale équipement,CRITIQUE,OUVERT,2026-06-22T21:06:16.419797,,,345,Panne totale équipement sur BTS_3G_TANGER_010 — secteur Tanger,1,,,
172,INC-202606-0172,54,EQ-02-0054,2,Rabat-Salé,Rabat-Salé-Kénitra,34.188543,-6.680072,MISE_A_JOUR,Echec mise à jour firmware,MINEUR,OUVERT,2026-06-26T14:20:19.419797,,,86,Echec mise à jour firmware sur OLT_RABAT-SALÉ_054 — secteur Rabat-Salé,3,,,
173,INC-202606-0173,44,EQ-09-0044,9,Kenitra,Rabat-Salé-Kénitra,34.336614,-6.555604,ALARME_RESEAU,Alarme réseau détectée,MINEUR,OUVERT,2026-06-24T18:06:23.419797,,,70,Alarme réseau détectée sur BTS_2G_KENITRA_044 — secteur Kenitra,3,,,
174,INC-202606-0174,94,EQ-04-0094,4,Fès,Fès-Meknès,33.901594,-5.049949,INTERFERENCE,Interférence signal,MINEUR,OUVERT,2026-06-25T19:11:41.419797,,,36,Interférence signal sur BTS_3G_FÈS_094 — secteur Fès,3,,,
175,INC-202606-0175,98,EQ-09-0098,9,Kenitra,Rabat-Salé-Kénitra,34.122054,-6.47272,INTERFERENCE,Interférence signal,MINEUR,OUVERT,2026-06-27T05:03:32.419797,,,33,Interférence signal sur BTS_4G_KENITRA_098 — secteur Kenitra,3,,,
176,INC-202606-0176,41,EQ-07-0041,7,Meknès,Fès-Meknès,33.970838,-5.644791,COUPURE_FIBRE,Coupure fibre optique,CRITIQUE,OUVERT,2026-06-26T14:55:48.419797,,,242,Coupure fibre optique sur BTS_4G_MEKNÈS_041 — secteur Meknès,1,,,
177,INC-202606-0177,35,EQ-07-0035,7,Meknès,Fès-Meknès,34.085625,-5.426263,MISE_A_JOUR,Echec mise à jour firmware,MINEUR,OUVERT,2026-06-23T23:16:18.419797,,,78,Echec mise à jour firmware sur ROUTEUR_MEKNÈS_035 — secteur Meknès,3,,,
178,INC-202606-0178,13,EQ-10-0013,10,Tétouan,Tanger-Tétouan-Al Hoceima,35.449052,-5.368746,PANNE_COMPLETE,Panne totale équipement,CRITIQUE,OUVERT,2026-06-24T11:35:26.419797,,,316,Panne totale équipement sur SWITCH_TÉTOUAN_013 — secteur Tétouan,1,,,
179,INC-202606-0179,111,EQ-08-0111,8,Oujda,Oriental,34.77667,-1.711996,PANNE_ALIM,Panne alimentation,CRITIQUE,OUVERT,2026-06-23T23:22:27.419797,,,683,Panne alimentation sur ROUTEUR_OUJDA_111 — secteur Oujda,1,,,
180,INC-202606-0180,116,EQ-02-0116,2,Rabat-Salé,Rabat-Salé-Kénitra,33.944235,-6.75436,ALARME_RESEAU,Alarme réseau détectée,MINEUR,OUVERT,2026-06-24T22:25:58.419797,,,103,Alarme réseau détectée sur BTS_4G_RABAT-SALÉ_116 — secteur Rabat-Salé,3,,,
181,INC-202606-0181,93,EQ-05-0093,5,Tanger,Tanger-Tétouan-Al Hoceima,35.660247,-5.790687,INTERFERENCE,Interférence signal,MINEUR,OUVERT,2026-06-23T06:21:12.419797,,,40,Interférence signal sur SWITCH_TANGER_093 — secteur Tanger,3,,,
182,INC-202606-0182,64,EQ-04-0064,4,Fès,Fès-Meknès,34.14682,-4.959754,MISE_A_JOUR,Echec mise à jour firmware,MINEUR,OUVERT,2026-06-27T00:20:04.419797,,,172,Echec mise à jour firmware sur OLT_FÈS_064 — secteur Fès,3,,,
183,INC-202606-0183,40,EQ-10-0040,10,Tétouan,Tanger-Tétouan-Al Hoceima,35.774314,-5.501617,MISE_A_JOUR,Echec mise à jour firmware,MINEUR,OUVERT,2026-06-21T05:48:39.419797,,,71,Echec mise à jour firmware sur SWITCH_TÉTOUAN_040 — secteur Tétouan,3,,,
184,INC-202606-0184,51,EQ-04-0051,4,Fès,Fès-Meknès,34.093295,-5.073711,MISE_A_JOUR,Echec mise à jour firmware,MINEUR,OUVERT,2026-06-23T21:10:39.419797,,,87,Echec mise à jour firmware sur BTS_5G_FÈS_051 — secteur Fès,3,,,
185,INC-202606-0185,75,EQ-09-0075,9,Kenitra,Rabat-Salé-Kénitra,34.22306,-6.712257,INTERFERENCE,Interférence signal,MINEUR,OUVERT,2026-06-21T13:13:58.419797,,,26,Interférence signal sur ANTENNE_KENITRA_075 — secteur Kenitra,3,,,
186,INC-202606-0186,37,EQ-01-0037,1,Grand Casablanca,Casablanca-Settat,33.611018,-7.588516,MISE_A_JOUR,Echec mise à jour firmware,MINEUR,OUVERT,2026-06-26T16:07:43.419797,,,96,Echec mise à jour firmware sur BTS_2G_GRAND_CASABLANCA_037 — secteur Grand Casablanca,3,,,
187,INC-202606-0187,69,EQ-01-0069,1,Grand Casablanca,Casablanca-Settat,33.698515,-7.716448,PANNE_COMPLETE,Panne totale équipement,CRITIQUE,OUVERT,2026-06-22T06:22:15.419797,,,340,Panne totale équipement sur BTS_3G_GRAND_CASABLANCA_069 — secteur Grand Casablanca,1,,,
188,INC-202606-0188,18,EQ-02-0018,2,Rabat-Salé,Rabat-Salé-Kénitra,34.14189,-6.913593,SURCHARGE,Surcharge trafic,MAJEUR,OUVERT,2026-06-25T09:36:02.419797,,,148,Surcharge trafic sur ROUTEUR_RABAT-SALÉ_018 — secteur Rabat-Salé,2,,,
